Genome,World-wide Prevalence,World-wide Abundance,Hadza Prevalence,Hadza Abundance,Hunter-gatherer Lifestyle Prevalence,Hunter-gatherer Lifestyle Abundance,Transitional lifestyle prevalence,Transitional Lifestyle Abundance,Industrial Lifestyle Prevalence,Industrial Lifestyle Abundance,GTDB Taxonomy,Phylum,Species name,New species compared to UHGG?,P-value?,#NAME?,Change in prevalence,Percentile Rank,Special Taxa?
GUT_GENOME206730.fna,0.002222222,4.48E-07,0,,0,,0,,0.004210526,4.48E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UMGS1384;s__UMGS1384 sp900551265,Firmicutes_A,UMGS1384 sp900551265,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME208942.fna,0.001666667,6.76E-07,0,,0,,0.001715266,5.31E-07,0.002105263,7.49E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp000437495,Bacteroidota,CAG-485 sp000437495,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME212931.fna,0.001111111,8.08E-07,0,,0,,0,,0.002105263,8.08E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena sp000165065,Firmicutes,Longicatena sp000165065,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME213124.fna,0.002222222,7.46E-07,0,,0,,0.001715266,5.06E-07,0.003157895,8.26E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__,Bacteroidota,Muribaculaceae sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME213244.fna,0.003333333,2.63E-06,0,,0,,0,,0.006315789,2.63E-06,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__,Verrucomicrobiota,CAG-312 sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME213427.fna,0.007222222,3.54E-07,0.007407407,3.37E-07,0.003745318,3.37E-07,0,,0.012631579,3.55E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,Firmicutes_A,Anaerovoracaceae sp.,FALSE,1,0,0.005224172,-16.62679426,
GUT_GENOME213450.fna,0.002222222,6.25E-07,0,,0,,0.001715266,4.89E-07,0.003157895,6.70E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__;g__;s__,Firmicutes_A,Christensenellales sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME213666.fna,0.003333333,5.34E-06,0,,0,,0.003430532,1.53E-06,0.004210526,7.24E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,Firmicutes_A,Lachnospirales sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME214069.fna,0.001111111,6.24E-06,0,,0,,0,,0.002105263,6.24E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__,Firmicutes_A,UBA10677 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME214510.fna,0.002777778,5.36E-07,0,,0,,0.003430532,3.75E-07,0.003157895,6.44E-07,d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA4068;g__;s__,Firmicutes_B,UBA4068 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME214864.fna,0.001111111,1.72E-06,0,,0,,0,,0.002105263,1.72E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__;s__,Firmicutes_A,QAKW01 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME215875.fna,0.001666667,2.19E-06,0,,0,,0,,0.003157895,2.19E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__,Firmicutes_A,Pseudoflavonifractor sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME215893.fna,0.002222222,4.01E-06,0,,0,,0.001715266,1.19E-06,0.003157895,4.95E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp900321725,Bacteroidota,C941 sp900321725,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME215936.fna,0.002222222,5.26E-07,0,,0,,0,,0.004210526,5.26E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__,Firmicutes_A,Borkfalkiaceae sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME217236.fna,0.003888889,5.57E-06,0,,0,,0.001715266,8.94E-07,0.006315789,6.35E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp000437675,Bacteroidota,Prevotellamassilia sp000437675,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME217350.fna,0.001111111,4.61E-07,0,,0,,0,,0.002105263,4.61E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__,Firmicutes_A,UMGS1279 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME217879.fna,0.003888889,3.99E-07,0,,0,,0.001715266,1.45E-07,0.006315789,4.41E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__CAG-631 sp000433015,Firmicutes,CAG-631 sp000433015,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME217899.fna,0.002222222,3.82E-07,0,,0,,0,,0.004210526,3.82E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__,Firmicutes_A,CAG-552 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME219276.fna,0.001111111,8.72E-07,0,,0,,0,,0.002105263,8.72E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter sp900545915,Bacteroidota,Coprobacter sp900545915,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME221922.fna,0.004444444,2.45E-07,0,,0,,0.008576329,3.01E-07,0.003157895,1.52E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS966;s__,Firmicutes_A,UMGS966 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME222009.fna,0.003888889,1.99E-06,0,,0,,0.008576329,1.61E-06,0.002105263,2.94E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__UBA733 sp900539595,Firmicutes,UBA733 sp900539595,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME225869.fna,0.003888889,1.12E-06,0,,0,,0.001715266,1.11E-06,0.006315789,1.13E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955,Firmicutes_A,Blautia sp900541955,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME227622.fna,0.002777778,1.12E-06,0,,0,,0,,0.005263158,1.12E-06,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris,Actinobacteriota,Collinsella stercoris,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME228008.fna,0.002222222,5.84E-06,0,,0,,0,,0.004210526,5.84E-06,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900538805,Firmicutes_C,Dialister sp900538805,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME232082.fna,0.002222222,8.53E-07,0,,0,,0.003430532,7.05E-07,0.002105263,1.00E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,Firmicutes_A,Clostridium sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME235244.fna,0.007777778,1.10E-06,0,,0,,0.017152659,1.43E-06,0.004210526,2.68E-07,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus timonensis,Firmicutes_C,Acidaminococcus timonensis,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME238494.fna,0.003888889,1.15E-06,0,,0.003745318,4.38E-07,0.005145798,1.31E-06,0.003157895,1.23E-06,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella sp900552565,Firmicutes_C,Mitsuokella sp900552565,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME239789.fna,0.001666667,2.82E-06,0,,0,,0,,0.003157895,2.82E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp003480915,Bacteroidota,Parabacteroides sp003480915,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME242938.fna,0.001666667,2.43E-07,0,,0,,0,,0.003157895,2.43E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__S5-A14a sp900553025,Firmicutes_A,S5-A14a sp900553025,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME243002.fna,0.001666667,2.83E-07,0,,0,,0.001715266,3.20E-07,0.002105263,2.65E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis,Firmicutes_A,Peptoniphilus_A lacrimalis,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME243177.fna,0.002222222,3.36E-07,0,,0,,0,,0.004210526,3.36E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Ezakiellaceae;g__Fenollaria;s__Fenollaria massiliensis,Firmicutes_A,Fenollaria massiliensis,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME243354.fna,0.002777778,8.49E-07,0,,0,,0.003430532,6.68E-07,0.003157895,9.70E-07,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,Firmicutes_C,Megasphaera sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME243514.fna,0.001111111,2.18E-07,0,,0,,0,,0.002105263,2.18E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__Peptoniphilus_B duerdenii,Firmicutes_A,Peptoniphilus_B duerdenii,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME244248.fna,0.001111111,3.11E-07,0,,0,,0,,0.002105263,3.11E-07,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__,Actinobacteriota,Mobiluncus sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME244362.fna,0.002222222,5.53E-07,0,,0,,0.001715266,1.25E-06,0.003157895,3.22E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella colorans,Bacteroidota,Prevotella colorans,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME244427.fna,0.001111111,2.36E-05,0,,0,,0,,0.002105263,2.36E-05,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900314855,Firmicutes_C,Succiniclasticum sp900314855,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME244587.fna,0.001111111,7.42E-07,0,,0,,0,,0.002105263,7.42E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900543085,Firmicutes_A,UBA5446 sp900543085,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME245203.fna,0.001666667,9.02E-07,0,,0,,0.001715266,5.53E-07,0.002105263,1.08E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__;s__,Firmicutes_A,CAG-74 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME245660.fna,0.001666667,4.25E-07,0,,0,,0,,0.003157895,4.25E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__,Firmicutes_A,UMGS902 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME245772.fna,0.002777778,9.65E-07,0,,0,,0.003430532,4.04E-07,0.003157895,1.34E-06,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__,Verrucomicrobiota,CAG-312 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME246008.fna,0.001666667,1.90E-06,0,,0,,0.001715266,6.97E-07,0.002105263,2.50E-06,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__,Proteobacteria,Sutterella sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME246326.fna,0.002777778,6.10E-07,0,,0,,0,,0.005263158,6.10E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__An200;s__,Firmicutes_A,An200 sp.,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME246455.fna,0.001111111,2.36E-06,0,,0,,0,,0.002105263,2.36E-06,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp900545535,Firmicutes_C,Phascolarctobacterium sp900545535,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME247329.fna,0.005,2.98E-06,0,,0,,0.005145798,3.48E-06,0.006315789,2.73E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercorirosoris,Bacteroidota,Bacteroides stercorirosoris,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME247584.fna,0.002222222,5.44E-07,0,,0,,0,,0.004210526,5.44E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__,Firmicutes_A,Negativibacillus sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME248633.fna,0.002222222,8.78E-07,0,,0,,0,,0.004210526,8.78E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__UBA1820;s__,Bacteroidota,UBA1820 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME249268.fna,0.002222222,1.31E-06,0,,0.003745318,4.08E-07,0,,0.003157895,1.61E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900541415,Bacteroidota,Odoribacter sp900541415,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME250527.fna,0.003888889,2.59E-06,0,,0,,0.001715266,1.11E-06,0.006315789,2.84E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,Bacteroidota,Bacteroides sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME250975.fna,0.001666667,2.95E-07,0,,0,,0,,0.003157895,2.95E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UMGS1880;s__,Firmicutes_A,UMGS1880 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME250990.fna,0.002777778,1.58E-06,0,,0,,0,,0.005263158,1.58E-06,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans,Desulfobacterota,Desulfovibrio desulfuricans,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME251011.fna,0.001666667,4.15E-07,0,,0,,0,,0.003157895,4.15E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__,Firmicutes_A,Borkfalkia sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME251098.fna,0.001111111,8.47E-07,0,,0,,0,,0.002105263,8.47E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,Firmicutes_A,UBA1777 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME251243.fna,0.002222222,1.09E-06,0,,0,,0,,0.004210526,1.09E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__,Bacteroidota,Alistipes sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME251277.fna,0.071111111,6.52E-07,0.103703704,3.41E-07,0.056179775,6.21E-07,0.017152659,3.96E-07,0.108421053,6.81E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916055,Firmicutes_A,CAG-269 sp001916055,FALSE,1,0,0.004717349,-16.62679426,
GUT_GENOME251543.fna,0.004444444,4.28E-07,0,,0,,0.006861063,5.42E-07,0.004210526,3.15E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__,Bacteroidota,Alistipes sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME251627.fna,0.001111111,1.08E-06,0,,0,,0,,0.002105263,1.08E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900021155,Bacteroidota,Alistipes sp900021155,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME251983.fna,0.001111111,1.03E-06,0,,0,,0,,0.002105263,1.03E-06,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__,Proteobacteria,CAG-521 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME252841.fna,0.001666667,9.92E-07,0,,0,,0,,0.003157895,9.92E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__,Firmicutes_A,Mediterraneibacter sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME252977.fna,0.001666667,1.02E-06,0,,0,,0.001715266,3.23E-07,0.002105263,1.37E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002161445,Bacteroidota,Alistipes sp002161445,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME253072.fna,0.003888889,1.28E-06,0,,0,,0.001715266,3.59E-07,0.006315789,1.43E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__43-108;s__43-108 sp001915545,Bacteroidota,43-108 sp001915545,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME253078.fna,0.002222222,6.16E-07,0,,0,,0,,0.004210526,6.16E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900550925,Bacteroidota,Alistipes sp900550925,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME254063.fna,0.001666667,6.09E-07,0,,0,,0,,0.003157895,6.09E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__UBA11471;s__UBA11471 sp900542765,Bacteroidota,UBA11471 sp900542765,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME254370.fna,0.001666667,7.64E-07,0,,0,,0,,0.003157895,7.64E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1815;s__,Firmicutes_A,UMGS1815 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME254943.fna,0.002777778,1.42E-06,0,,0.007490637,3.26E-07,0,,0.003157895,2.15E-06,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__,Verrucomicrobiota,CAG-312 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME255792.fna,0.007222222,5.55E-07,0,,0,,0.015437393,5.79E-07,0.004210526,5.02E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__,Firmicutes_A,Flavonifractor sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME255913.fna,0.003333333,8.44E-07,0,,0,,0,,0.006315789,8.44E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,Firmicutes_A,Lachnospiraceae sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME256614.fna,0.001111111,2.97E-07,0,,0,,0,,0.002105263,2.97E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,Actinobacteriota,Eggerthellaceae sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME256840.fna,0.003333333,7.18E-07,0,,0,,0,,0.006315789,7.18E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1858;s__,Firmicutes_A,UMGS1858 sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME257069.fna,0.001111111,5.73E-07,0,,0,,0,,0.002105263,5.73E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella sp900543285,Firmicutes_A,Fournierella sp900543285,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME257096.fna,0.001111111,3.09E-07,0,,0,,0,,0.002105263,3.09E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UMGS1253;g__UMGS1253;s__UMGS1253 sp900550065,Firmicutes_A,UMGS1253 sp900550065,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME257679.fna,0.028888889,2.15E-06,0,,0.071161049,2.48E-06,0.051457976,2.11E-06,0.003157895,3.73E-07,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii,Proteobacteria,Comamonas kerstersii,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME258514.fna,0.001666667,6.30E-07,0,,0,,0.001715266,3.07E-07,0.002105263,7.92E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__,Bacteroidota,Rikenellaceae sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME258542.fna,0.003333333,3.09E-07,0,,0,,0,,0.006315789,3.09E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__,Firmicutes_A,CAG-145 sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME258665.fna,0.002222222,1.50E-06,0,,0,,0,,0.004210526,1.50E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__UMGS1241;s__UMGS1241 sp900550525,Firmicutes_A,UMGS1241 sp900550525,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME258823.fna,0.003888889,4.87E-07,0,,0,,0.005145798,3.36E-07,0.004210526,5.99E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__QANG01;s__,Firmicutes_A,QANG01 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME258967.fna,0.001111111,3.99E-07,0,,0,,0,,0.002105263,3.99E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__UMGS882 sp003343885,Firmicutes_A,UMGS882 sp003343885,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME258988.fna,0.002777778,2.99E-07,0,,0,,0,,0.005263158,2.99E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp900557475,Firmicutes_A,CAG-793 sp900557475,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME259234.fna,0.001666667,6.54E-07,0,,0,,0,,0.003157895,6.54E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__,Firmicutes_A,UBA1191 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME259479.fna,0.001666667,7.70E-07,0,,0,,0,,0.003157895,7.70E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__,Firmicutes,CAG-449 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME259595.fna,0.001111111,1.90E-06,0,,0,,0,,0.002105263,1.90E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__,Bacteroidota,CAG-485 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME259841.fna,0.002222222,1.26E-06,0,,0,,0.001715266,5.00E-07,0.003157895,1.51E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,Bacteroidota,CAG-873 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME260024.fna,0.006666667,5.01E-07,0,,0,,0.012006861,4.10E-07,0.005263158,6.28E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__UBA1390;s__,Firmicutes_A,UBA1390 sp.,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME260051.fna,0.001111111,5.71E-07,0,,0,,0,,0.002105263,5.71E-07,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__,Proteobacteria,Sutterella sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME260354.fna,0.001666667,3.82E-07,0,,0,,0,,0.003157895,3.82E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae;g__QAKS01;s__,Firmicutes_A,QAKS01 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME260703.fna,0.001111111,2.93E-06,0,,0,,0,,0.002105263,2.93E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__,Bacteroidota,Alistipes sp.,FALSE,1,0,0.002105263,-16.62679426,
