Genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_18_2610.49.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_19_2444.105.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_19_2444.47.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_19_2444.98.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_24_2613.56.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_24_2613.58.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_24_2613.96.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_2_2602.106.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_2_2602.158.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_3_2391.229.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_5_2395.111.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_5_2395.122.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_5_2395.36.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_7_2399.12.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_7_2399.161.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_7_2399.187.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_7_2399.73.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_H_9_1235.143.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_H_9_1235.33.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_H_9_1235.7.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_15_2475.114.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_15_2475.115.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_15_2475.138.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_15_2475.39.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_15_2475.79.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.103.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.110.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.133.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.168.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.176.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.180.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.202.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.68.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.72.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.87.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.144.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.195.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.236.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.248.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.275.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.316.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.334.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.342.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.412.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.9.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_2_2614.11.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_2_2614.13.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_2_2614.15.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_2_2614.21.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_2_2614.6.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.106.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.188.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.22.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.40.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.94.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_13_1252.103.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_13_1252.188.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_14_1278.22.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_15_1254.16.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_23_1260.102.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_23_1260.59.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_9_1249.153.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_9_1249.197.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_9_1249.200.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_9_1249.218.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_10_2622.120.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_11_2484.151.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.104.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.286.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.293.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.295.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.315.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.52.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.12.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.167.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.19.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.219.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.297.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.300.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.70.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_16_2625.71.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.166.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.274.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.29.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.299.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.300.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_19_2488.137.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_19_2488.162.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_19_2488.168.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_19_2488.213.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_19_2488.61.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_1_2479.126.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_21_2489.44.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_21_2489.85.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_3_2480.119.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_3_2480.30.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_6_2620.11.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_6_2620.154.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_6_2620.45.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_6_2620.60.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.169.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.177.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.178.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.212.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.225.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.258.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.33.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.354.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.374.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.386.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.409.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.412.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.423.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.82.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.16.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.17.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.48.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.55.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.65.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_3_1264.117.fa, in dataset                            ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      ,e                                      
